ID_GAME;GAME;ID_PLATFORM;YEAR_RELEASE;GENRE;ID_PUBLISHER;PUBLISHER;NA_SALES;EU_SALES;JP_SALES;OTHER_SALES;GLOBAL_SALES;CRITIC_SCORE;CRITIC_COUNT;USER_SCORE;USER_COUNT;ID_DEVELOPER;DEVELOPER;RATING
ihradragracing2;IHRA Drag Racing 2;PS2;01/01/2002;Racing;bethesdasoftworks;Bethesda Softworks;640000;500000;0;170000;1310000;;;7.4;63;bethesdasoftworks;Bethesda Softworks;E
rage;Rage;PS3;01/01/2011;Shooter;bethesdasoftworks;Bethesda Softworks;470000;580000;60000;200000;1310000;81;37;6.2;353;idsoftware;id Software;M
legoharrypotteryears14;LEGO Harry Potter: Years 1-4;PS3;01/01/2010;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;550000;550000;0;210000;1310000;79;42;8;52;travellerstales;Traveller's Tales;E10+
madagascar;Madagascar;PS2;01/01/2005;Platform;activision;Activision;780000;450000;0;70000;1310000;69;25;7.4;25;toysforbob;Toys for Bob;E10+
thewitcher3wildhunt;The Witcher 3: Wild Hunt;XOne;01/01/2015;Role-Playing;namcobandaigames;Namco Bandai Games;690000;500000;0;110000;1310000;91;13;9.2;3963;cdprojektredstudio;CD Projekt Red Studio;M
rugratsstudiotour;Rugrats Studio Tour;PS;01/01/1999;Adventure;thq;THQ;570000;670000;0;70000;1310000;;;;;;;
pitfalliilostcaverns;Pitfall II: Lost Caverns;2600;01/01/1983;Platform;activision;Activision;1220000;70000;0;20000;1310000;;;;;;;
turokevolution;Turok: Evolution;PS2;01/01/2002;Shooter;acclaimentertainment;Acclaim Entertainment;640000;500000;0;170000;1310000;61;20;7.3;27;acclaim;Acclaim;M
prototype;[Prototype];X360;01/01/2009;Action;activision;Activision;840000;350000;0;120000;1310000;78;83;7.8;356;radicalentertainment;Radical Entertainment;M
burnout3takedown;Burnout 3: Takedown;XB;01/01/2004;Racing;electronicarts;Electronic Arts;840000;430000;0;40000;1310000;94;76;7.2;139;criteriongames;Criterion Games;T
thebeatlesrockband;The Beatles: Rock Band;X360;01/01/2009;Misc;mtvgames;MTV Games;970000;230000;0;110000;1300000;89;76;8.6;127;harmonixmusicsystems;Harmonix Music Systems;T
adventure;Adventure;2600;;Adventure;atari;Atari;1210000;80000;0;10000;1300000;;;;;;;
yugiohthesacredcards;Yu-Gi-Oh! The Sacred Cards;GBA;01/01/2002;Role-Playing;konamidigitalentertainment;Konami Digital Entertainment;940000;350000;0;20000;1300000;;;;;;;
nbalive07;NBA Live 07;PS2;01/01/2006;Sports;electronicarts;Electronic Arts;1070000;40000;20000;170000;1300000;63;12;6;39;easports;EA Sports;E
yoshiswoollyworld;Yoshi's Woolly World;WiiU;01/01/2015;Platform;nintendo;Nintendo;620000;470000;110000;100000;1300000;78;83;8.5;376;goodfeel;Good-Feel;E
skylandersgiants;Skylanders Giants;X360;01/01/2012;Action;activision;Activision;750000;440000;0;110000;1300000;80;35;6.6;38;toysforbob;Toys for Bob;E10+
singstar80s;SingStar '80s;PS2;01/01/2005;Misc;sonycomputerentertainment;Sony Computer Entertainment;270000;20000;0;1020000;1300000;78;22;8.3;6;scea;SCEA;T
romancingsaga3;Romancing SaGa 3;SNES;01/01/1995;Role-Playing;squaresoft;SquareSoft;0;0;1290000;10000;1300000;;;;;;;
testdrive5;Test Drive 5;PS;01/01/1997;Racing;accolade;Accolade;1050000;200000;0;50000;1300000;;;;;;;
tekken6;Tekken 6;X360;01/01/2009;Fighting;namcobandaigames;Namco Bandai Games;710000;410000;50000;120000;1300000;80;59;7;132;namcobandaigamesamericanamcobandaigames;Namco Bandai Games America, Namco Bandai Games;T
assassinscreedsyndicate;Assassin's Creed Syndicate;XOne;01/01/2015;Action;ubisoft;Ubisoft;620000;560000;0;110000;1300000;78;22;6.1;402;ubisoftquebec;Ubisoft Quebec;M
digimonworld;Digimon World;PS;01/01/1999;Role-Playing;namcobandaigames;Namco Bandai Games;560000;380000;280000;80000;1300000;;;;;;;
farcry4;Far Cry 4;PS3;01/01/2014;Shooter;ubisoft;Ubisoft;340000;680000;80000;190000;1290000;;;7.3;113;ubisoftmontreal;Ubisoft Montreal;M
pokemonrangerguardiansigns;Pokemon Ranger: Guardian Signs;DS;01/01/2010;Role-Playing;nintendo;Nintendo;500000;160000;580000;50000;1290000;68;25;8.2;25;creaturesinc;Creatures Inc.;E
legobatmanthevideogame;LEGO Batman: The Videogame;PS3;01/01/2008;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;720000;390000;0;190000;1290000;75;24;7.7;33;travellerstales;Traveller's Tales;E10+
megamanbattlenetwork3bluewhiteversion;Mega Man Battle Network 3 Blue / White Version;GBA;01/01/2002;Role-Playing;capcom;Capcom;390000;20000;850000;30000;1290000;;;;;;;
residentevilzero;Resident Evil Zero;GC;01/01/2002;Action;capcom;Capcom;540000;270000;450000;40000;1290000;;;;;;;
highschoolmusical3senioryeardance;High School Musical 3: Senior Year DANCE!;Wii;01/01/2008;Misc;disneyinteractivestudios;Disney Interactive Studios;670000;490000;0;130000;1290000;;;;;;;
crysis2;Crysis 2;PS3;01/01/2011;Action;electronicarts;Electronic Arts;460000;560000;60000;210000;1290000;85;54;7.2;406;crytek;Crytek;M
piratesofthecaribbeanthecurseoftheblackpearl;Pirates of the Caribbean: The Curse of the Black Pearl;GBA;01/01/2003;Platform;tdkmediactive;TDK Mediactive;930000;340000;0;20000;1290000;49;10;6.2;5;pocketstudios;Pocket Studios;E
marioluigipartnersintime;Mario & Luigi: Partners in Time;DS;01/01/2005;Role-Playing;nintendo;Nintendo;740000;50000;430000;70000;1290000;;;;;;;
namcomuseumds;Namco Museum DS;DS;01/01/2007;Misc;atari;Atari;1130000;10000;60000;90000;1290000;67;19;5.9;8;m2;M2;E
dealornodeal;Deal or No Deal;Wii;01/01/2009;Misc;zoogames;Zoo Games;1200000;0;0;90000;1290000;56;4;5;5;artefactsstudio;Artefacts Studio;E
transformers;Transformers;PS2;01/01/2004;Shooter;atari;Atari;630000;490000;0;160000;1290000;75;51;8.6;27;melbournehouse;Melbourne House;T
dyinglight;Dying Light;XOne;01/01/2015;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;860000;300000;10000;120000;1290000;74;26;7.8;387;techland;Techland;M
fallout4;Fallout 4;PC;01/01/2015;Role-Playing;bethesdasoftworks;Bethesda Softworks;510000;670000;0;100000;1290000;84;38;5.4;7512;bethesdagamestudios;Bethesda Game Studios;M
soniccolors;Sonic Colors;DS;01/01/2010;Platform;sega;Sega;690000;470000;10000;120000;1290000;79;26;7.9;66;dimpscorporation;Dimps Corporation;E
assassinscreedrogue;Assassin's Creed: Rogue;PS3;01/01/2014;Action;ubisoft;Ubisoft;460000;560000;60000;200000;1290000;72;53;7.5;292;ubisoftsofia;Ubisoft Sofia;M
eaplayground;EA Playground;Wii;01/01/2007;Sports;electronicarts;Electronic Arts;680000;470000;0;130000;1290000;66;32;7.6;30;eacanada;EA Canada;E
midnightclub3dubeditionamericaweeklysales;Midnight Club 3: DUB Edition (America weekly sales);PS2;01/01/2005;Racing;taketwointeractive;Take-Two Interactive;1220000;50000;0;10000;1290000;;;;;;;
goldsgymcardioworkout;Gold's Gym: Cardio Workout;Wii;01/01/2008;Sports;ubisoft;Ubisoft;1100000;30000;60000;90000;1280000;;;8.4;13;ubisoft;Ubisoft;E
theelderscrollsonline;The Elder Scrolls Online;XOne;01/01/2015;Role-Playing;bethesdasoftworks;Bethesda Softworks;780000;380000;0;120000;1280000;77;11;8.4;613;zenimaxmedia;ZeniMax Media;M
championsofnorrath;Champions of Norrath;PS2;01/01/2004;Role-Playing;sonyonlineentertainment;Sony Online Entertainment;630000;490000;0;160000;1280000;85;51;8.4;57;snowblindstudios;Snowblind Studios;T
legobatmanthevideogame;LEGO Batman: The Videogame;PSP;;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;570000;440000;0;270000;1280000;73;5;7.4;10;travellerstales;Traveller's Tales;E10+
yakuman;Yakuman;GB;01/01/1989;Misc;nintendo;Nintendo;0;0;1280000;0;1280000;;;;;;;
armymen3d;Army Men 3D;PS;01/01/1999;Action;3do;3DO;1100000;140000;0;40000;1280000;;;;;;;
imagineweddingdesigner;Imagine: Wedding Designer;DS;01/01/2008;Simulation;ubisoft;Ubisoft;550000;590000;0;140000;1280000;;;;;lexisnumeriquevirtualtoys;Lexis Numerique, Virtual Toys;E
twistedmetal4;Twisted Metal 4;PS;01/01/1999;Racing;989studios;989 Studios;1070000;160000;0;40000;1280000;;;;;;;
manhunt;Manhunt;PS2;01/01/2003;Action;taketwointeractive;Take-Two Interactive;630000;490000;0;160000;1280000;76;47;8.3;136;rockstarnorth;Rockstar North;M
needforspeedcarbon;Need for Speed Carbon;Wii;01/01/2006;Racing;electronicarts;Electronic Arts;450000;660000;20000;150000;1280000;67;21;7.3;26;eacanada;EA Canada;E10+
silenthill2;Silent Hill 2;PS2;01/01/2001;Action;konamidigitalentertainment;Konami Digital Entertainment;620000;490000;0;160000;1280000;89;34;8.9;557;kcet;KCET;M
castlevaniasymphonyofthenight;Castlevania: Symphony of the Night;PS;01/01/1997;Platform;konamidigitalentertainment;Konami Digital Entertainment;580000;400000;210000;80000;1270000;93;12;9.4;358;konami;Konami;T
guitarheroaerosmith;Guitar Hero: Aerosmith;Wii;01/01/2008;Misc;activision;Activision;1030000;140000;0;100000;1270000;73;16;7.2;19;vicariousvisions;Vicarious Visions;T
thelegomovievideogame;The LEGO Movie Videogame;X360;01/01/2014;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;690000;470000;0;110000;1270000;69;8;7.2;26;ttgames;TT Games;E10+
thesims2nightlife;The Sims 2: Nightlife;PC;01/01/2005;Simulation;electronicarts;Electronic Arts;1220000;50000;0;0;1270000;76;31;6.6;71;maxis;Maxis;T
darksoulsii;Dark Souls II;PS3;01/01/2014;Role-Playing;namcobandaigames;Namco Bandai Games;400000;330000;400000;150000;1270000;91;69;8.1;1107;fromsoftware;From Software;T
kidicarusuprising;Kid Icarus: Uprising;3DS;01/01/2012;Action;nintendo;Nintendo;480000;350000;360000;70000;1270000;83;75;8.7;487;opusprojectsora;Opus, Project Sora;E10+
pokemonmysterydungeongatestoinfinity;Pokemon Mystery Dungeon: Gates to Infinity;3DS;01/01/2012;Role-Playing;nintendo;Nintendo;440000;290000;470000;70000;1270000;59;46;6.3;134;nintendospikechunsoft;Nintendo, Spike Chunsoft;E
legobatmanthevideogame;LEGO Batman: The Videogame;PS2;01/01/2008;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;720000;30000;0;520000;1270000;77;8;8.9;17;travellerstales;Traveller's Tales;E10+
roadrash;Road Rash;PS;01/01/1995;Racing;electronicarts;Electronic Arts;710000;480000;0;80000;1270000;;;;;;;
atlantis;Atlantis;2600;01/01/1981;Shooter;imagic;Imagic;1180000;80000;0;10000;1270000;;;;;;;
nba2k9;NBA 2K9;X360;01/01/2008;Sports;taketwointeractive;Take-Two Interactive;1000000;160000;0;110000;1270000;84;32;7.2;44;visualconcepts;Visual Concepts;E
tonyhawksunderground;Tony Hawk's Underground;XB;01/01/2003;Sports;activision;Activision;850000;370000;0;50000;1270000;85;33;9.1;26;neversoftentertainment;Neversoft Entertainment;T
hogansalley;Hogan's Alley;NES;01/01/1984;Shooter;nintendo;Nintendo;680000;160000;410000;20000;1270000;;;;;;;
metalgearsolidvgroundzeroes;Metal Gear Solid V: Ground Zeroes;PS4;01/01/2014;Action;konamidigitalentertainment;Konami Digital Entertainment;450000;470000;170000;180000;1270000;75;70;6.2;1311;kojimaproductions;Kojima Productions;M
mysterycasefilesmillionheir;Mystery Case Files: MillionHeir;DS;01/01/2008;Adventure;nintendo;Nintendo;750000;390000;0;120000;1270000;65;28;;;griptonitegames;Griptonite Games;E
hackinfectionpart1;.hack//Infection Part 1;PS2;01/01/2002;Role-Playing;atari;Atari;490000;380000;260000;130000;1270000;75;35;8.5;60;cyberconnect2;CyberConnect2;T
jillianmichaelsfitnessultimatum2009;Jillian Michaels' Fitness Ultimatum 2009;Wii;01/01/2008;Sports;deepsilver;Deep Silver;960000;200000;0;110000;1270000;30;4;2;23;3gstudios;3G Studios;E
valkyriachronicles;Valkyria Chronicles;PS3;01/01/2008;Role-Playing;sega;Sega;710000;190000;240000;130000;1270000;86;60;8.6;433;sega;Sega;T
wwe12;WWE '12;X360;01/01/2011;Fighting;thq;THQ;740000;400000;0;120000;1270000;71;52;6.3;89;yukes;Yuke's;T
sonicadventuredxdirectorscut;Sonic Adventure DX: Director's Cut;GC;01/01/2003;Platform;sega;Sega;870000;300000;60000;30000;1270000;57;27;7.9;139;sonicteam;Sonic Team;E
jetlirisetohonor;Jet Li: Rise to Honor;PS2;01/01/2004;Action;sonycomputerentertainment;Sony Computer Entertainment;620000;480000;0;160000;1270000;;;;;;;
battlearenatoshinden;Battle Arena Toshinden;PS;01/01/1994;Fighting;sonycomputerentertainment;Sony Computer Entertainment;390000;260000;530000;80000;1270000;69;4;6.3;4;tamsoft;Tamsoft;T
wwe13;WWE '13;X360;01/01/2012;Action;thq;THQ;720000;440000;0;110000;1270000;78;46;8;110;thqyukes;THQ, Yuke's;T
finalfantasyxx2hdremaster;Final Fantasy X / X-2 HD Remaster;PS3;01/01/2013;Role-Playing;squareenix;Square Enix;430000;360000;320000;160000;1270000;85;50;8.5;332;virtuos;Virtuos;T
needforspeedrivals;Need for Speed Rivals;PS3;01/01/2013;Racing;electronicarts;Electronic Arts;330000;690000;50000;190000;1270000;80;6;4.9;123;ghostgames;Ghost Games;E10+
easportsactive2;EA Sports Active 2;Wii;01/01/2010;Sports;electronicarts;Electronic Arts;760000;390000;0;110000;1260000;79;8;8.1;22;eacanada;EA Canada;E
rockstargamespresentstabletennis;Rockstar Games presents Table Tennis;Wii;01/01/2007;Sports;taketwointeractive;Take-Two Interactive;390000;720000;0;150000;1260000;68;36;5.8;21;rockstarsandiego;Rockstar San Diego;E
devildice;Devil Dice;PS;01/01/1998;Puzzle;thq;THQ;50000;30000;1100000;80000;1260000;;;;;;;
footballmanager2011;Football Manager 2011;PC;01/01/2010;Sports;sega;Sega;0;1010000;0;250000;1260000;85;23;8.4;77;sportsinteractive;Sports Interactive;E
brianlaracricket;Brian Lara Cricket;PS;01/01/1998;Sports;codemasters;Codemasters;20000;1130000;10000;100000;1260000;;;;;;;
championshipmanager0304;Championship Manager 03/04;PC;01/01/2003;Sports;eidosinteractive;Eidos Interactive;0;1150000;0;110000;1260000;;;;;;;
wheeloffortune;Wheel of Fortune;PS;01/01/1998;Misc;hasbrointeractive;Hasbro Interactive;990000;220000;0;40000;1260000;;;;;;;
tamagotchiconnectioncornershop;Tamagotchi Connection: Corner Shop;DS;01/01/2005;Simulation;atari;Atari;100000;20000;1120000;10000;1260000;59;20;7.7;6;nanaonsha;NanaOn-Sha;E
tombraiderunderworld;Tomb Raider: Underworld;PS3;01/01/2008;Action;eidosinteractive;Eidos Interactive;450000;550000;50000;220000;1260000;75;42;7.2;166;nixxessoftware;Nixxes Software;T
kungfupanda;Kung Fu Panda;DS;01/01/2008;Action;activision;Activision;560000;560000;0;140000;1250000;;;;;;;
legobattles;LEGO Battles;DS;01/01/2009;Strategy;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;770000;370000;0;110000;1250000;65;29;8.9;51;hellbentgames;Hellbent Games;E
nbalive2001;NBA Live 2001;PS;01/01/2000;Sports;electronicarts;Electronic Arts;700000;470000;0;80000;1250000;86;10;8;6;easports;EA Sports;E
saintsrowiv;Saints Row IV;PS3;01/01/2013;Action;deepsilver;Deep Silver;560000;410000;90000;190000;1250000;76;26;6.3;278;volitioninc;Volition Inc.;M
starwarstheforceunleashed;Star Wars: The Force Unleashed;PS2;01/01/2008;Action;lucasarts;LucasArts;490000;0;10000;750000;1250000;68;7;7.4;33;kromestudios;Krome Studios;T
combat;Combat;2600;;Action;atari;Atari;1170000;70000;0;10000;1250000;;;;;;;
watchdogs;Watch Dogs;X360;01/01/2014;Action;ubisoft;Ubisoft;720000;410000;10000;110000;1250000;;;5;332;ubisoftmontreal;Ubisoft Montreal;M
socomusnavysealsconfrontation;SOCOM: U.S. Navy SEALs Confrontation;PS3;01/01/2008;Shooter;sonycomputerentertainment;Sony Computer Entertainment;940000;160000;20000;130000;1250000;63;64;6.9;223;slantsix;Slant Six;M
dragonballdaimaoufukkatsu;Dragon Ball: Daimaou Fukkatsu;NES;01/01/1988;Role-Playing;namcobandaigames;Namco Bandai Games;0;0;1250000;0;1250000;;;;;;;
gegegenokitarou2youkaigundannochousen;Gegege no Kitarou 2: Youkai Gundan no Chousen;NES;01/01/1987;Role-Playing;namcobandaigames;Namco Bandai Games;0;0;1250000;0;1250000;;;;;;;
reelfishing;Reel Fishing;PS;01/01/1996;Sports;natsume;Natsume;990000;130000;100000;40000;1250000;;;;;;;
needforspeedmostwanted;Need for Speed: Most Wanted;X360;01/01/2005;Racing;electronicarts;Electronic Arts;1000000;130000;20000;100000;1250000;83;54;8.5;134;eacanada;EA Canada;T
pokemonxdgaleofdarkness;Pokemon XD: Gale of Darkness;GC;01/01/2005;Role-Playing;nintendo;Nintendo;710000;190000;310000;30000;1250000;64;27;8.3;74;geniussonorityinc;Genius Sonority Inc.;E
black;Black;PS2;01/01/2006;Shooter;electronicarts;Electronic Arts;1010000;40000;30000;160000;1250000;79;62;8.4;194;criteriongames;Criterion Games;M
tomclancysrainbowsixvegas;Tom Clancy's Rainbow Six: Vegas;PS3;01/01/2007;Shooter;ubisoft;Ubisoft;470000;530000;30000;220000;1250000;86;32;7.6;81;ubisoftmontreal;Ubisoft Montreal;M
littlebigplanetpsvita;LittleBigPlanet PS Vita;PSV;01/01/2012;Platform;sonycomputerentertainment;Sony Computer Entertainment;350000;610000;20000;270000;1250000;88;71;8.6;348;tarsierstudiosdoubleeleven;Tarsier Studios, Double Eleven;E
pokemonsupermysterydungeon;Pokemon Super Mystery Dungeon;3DS;01/01/2015;Role-Playing;nintendo;Nintendo;480000;350000;340000;80000;1250000;69;44;8.8;190;spikechunsoftcoltdspikechunsoft;Spike Chunsoft Co. Ltd., Spike Chunsoft;E
rollercoastertycoon2;RollerCoaster Tycoon 2;PC;01/01/2002;Strategy;atari;Atari;1190000;50000;0;0;1250000;74;22;8.5;135;chrissawyer;Chris Sawyer;E
ratatouille;Ratatouille;DS;01/01/2007;Action;thq;THQ;490000;620000;0;140000;1250000;;;;;;;
laracrofttombraidertheangelofdarkness;Lara Croft Tomb Raider: The Angel of Darkness;PS2;01/01/2003;Action;eidosinteractive;Eidos Interactive;610000;480000;0;160000;1250000;52;37;6.2;106;coredesignltd;Core Design Ltd.;T
tomclancyssplintercellpandoratomorrow;Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;01/01/2004;Action;ubisoft;Ubisoft;520000;560000;0;170000;1250000;87;45;8.6;34;ubisoftshanghai;Ubisoft Shanghai;T
roadrash3d;Road Rash 3D;PS;01/01/1998;Racing;electronicarts;Electronic Arts;1050000;160000;0;40000;1250000;;;;;;;
ratchetdeadlocked;Ratchet: Deadlocked;PS2;01/01/2005;Shooter;sonycomputerentertainment;Sony Computer Entertainment;850000;30000;220000;140000;1240000;81;51;8.9;155;insomniacgames;Insomniac Games;T
wintersportstheultimatechallenge;Winter Sports: The Ultimate Challenge;Wii;01/01/2007;Sports;rtl;RTL;450000;670000;0;120000;1240000;52;15;6.8;4;49games;49Games;E
baldursgatedarkalliance;Baldur's Gate: Dark Alliance;PS2;01/01/2001;Role-Playing;virgininteractive;Virgin Interactive;610000;480000;0;160000;1240000;87;29;8.3;90;snowblindstudios;Snowblind Studios;T
oddworldabesoddysee;Oddworld: Abe's Oddysee;PS;01/01/1997;Platform;gtinteractive;GT Interactive;750000;440000;0;60000;1240000;85;10;9;96;oddworldinhabitants;Oddworld Inhabitants;T
ridgeracerv;Ridge Racer V;PS2;01/01/2000;Action;namcobandaigames;Namco Bandai Games;240000;190000;750000;60000;1240000;78;20;7.7;6;namco;Namco;E
wwesmackdownvsraw2009;WWE SmackDown vs. Raw 2009;PS2;01/01/2008;Fighting;thq;THQ;690000;0;0;550000;1240000;78;9;6.9;34;yukes;Yuke's;T
tetris2allregionsales;Tetris 2 (All region sales);GB;01/01/1992;Puzzle;nintendo;Nintendo;560000;220000;430000;30000;1240000;;;;;;;
legoharrypotteryears57;LEGO Harry Potter: Years 5-7;Wii;;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;690000;420000;0;120000;1240000;76;8;7.8;13;travellerstales;Traveller's Tales;E10+
starwarsepisodeiiirevengeofthesith;Star Wars Episode III: Revenge of the Sith;XB;01/01/2005;Action;activision;Activision;820000;380000;0;40000;1240000;61;44;8.1;54;doublehelixgames;Double Helix Games;T
prototype;[Prototype];PS3;01/01/2009;Action;activision;Activision;650000;400000;0;190000;1240000;79;53;7.7;308;radicalentertainment;Radical Entertainment;M
transformersautobotsdecepticons;Transformers: Autobots / Decepticons;DS;01/01/2007;Action;activision;Activision;1120000;20000;0;90000;1240000;;;;;;;
fifastreet;FIFA Street;PS3;01/01/2012;Sports;electronicarts;Electronic Arts;120000;890000;0;230000;1230000;76;36;6.4;66;easports;EA Sports;E
froggerthegreatquest;Frogger: The Great Quest;PS2;01/01/2001;Platform;konamidigitalentertainment;Konami Digital Entertainment;600000;470000;0;160000;1230000;32;6;4.6;29;konami;Konami;E
maddennfl17;Madden NFL 17;XOne;01/01/2016;Sports;electronicarts;Electronic Arts;1080000;20000;0;130000;1230000;83;30;5.9;39;easports;EA Sports;E
ninjagaiden;Ninja Gaiden;XB;01/01/2004;Action;microsoftgamestudios;Microsoft Game Studios;920000;200000;70000;40000;1230000;91;89;8.8;152;teamninja;Team Ninja;M
cars2;Cars 2;DS;01/01/2011;Racing;disneyinteractivestudios;Disney Interactive Studios;680000;400000;40000;110000;1230000;;;;;;;
crashbandicootthewrathofcortex;Crash Bandicoot: The Wrath of Cortex;XB;01/01/2002;Platform;universalinteractive;Universal Interactive;590000;570000;0;70000;1230000;70;16;8.1;19;travellerstales;Traveller's Tales;E
driv3r;Driv3r;PS2;01/01/2004;Racing;atari;Atari;600000;470000;0;160000;1230000;57;51;5.5;102;reflectionsinteractive;Reflections Interactive;M
assassinscreedbloodlines;Assassin's Creed: Bloodlines;PSP;01/01/2009;Action;ubisoft;Ubisoft;430000;470000;50000;280000;1230000;63;38;7.2;69;griptonitegames;Griptonite Games;M
disneystarzandisneysaladdininnasirasrevengedisneystheemperorsnewgrooveactiongame;Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game;PS;01/01/2003;Misc;sonycomputerentertainment;Sony Computer Entertainment;690000;470000;0;80000;1230000;;;;;;;
kingdomheartsii;Kingdom Hearts II;PS3;01/01/2014;Role-Playing;squareenix;Square Enix;520000;350000;180000;180000;1230000;;;;;;;
legothelordoftherings;LEGO The Lord of the Rings;X360;01/01/2012;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;640000;490000;0;110000;1230000;80;49;8.5;73;ttgames;TT Games;E10+
kirbytiltntumble;Kirby Tilt 'n' Tumble;GB;01/01/2000;Puzzle;nintendo;Nintendo;290000;170000;750000;20000;1230000;;;;;;;
spongebobsquarepantsbattleforbikinibottom;SpongeBob SquarePants: Battle for Bikini Bottom;GBA;01/01/2003;Platform;thq;THQ;880000;330000;0;20000;1230000;;;7.3;6;vicariousvisions;Vicarious Visions;E
vigilante8;Vigilante 8;PS;01/01/1998;Racing;activision;Activision;680000;470000;0;80000;1230000;;;;;;;
hyrulewarriors;Hyrule Warriors;WiiU;01/01/2014;Action;nintendo;Nintendo;580000;420000;130000;100000;1230000;76;81;8.3;662;omegaforce;Omega Force;T
castlevania;Castlevania;NES;01/01/1986;Platform;konamidigitalentertainment;Konami Digital Entertainment;540000;60000;620000;10000;1230000;;;;;;;
donkeykongcountry2;Donkey Kong Country 2;GBA;01/01/2004;Platform;nintendo;Nintendo;790000;270000;120000;40000;1230000;80;22;9.1;37;rareltd;Rare Ltd.;E
guitarheroaerosmith;Guitar Hero: Aerosmith;X360;01/01/2008;Misc;activision;Activision;1000000;130000;0;100000;1230000;70;59;6.7;48;neversoftentertainment;Neversoft Entertainment;T
wariowareincmegamicrogame;WarioWare, Inc.: Mega MicroGame$;GBA;01/01/2003;Puzzle;nintendo;Nintendo;400000;110000;700000;20000;1230000;;;;;;;
needforspeedcarbon;Need for Speed Carbon;PS3;01/01/2006;Racing;electronicarts;Electronic Arts;490000;500000;30000;200000;1230000;75;31;7.3;42;eacanada;EA Canada;E10+
ben10protectorofearth;Ben 10: Protector of Earth;Wii;01/01/2007;Action;d3publisher;D3Publisher;540000;550000;0;130000;1230000;63;6;7.7;9;highvoltagesoftware;High Voltage Software;E10+
2010fifaworldcupsouthafrica;2010 FIFA World Cup South Africa;PS3;01/01/2010;Sports;electronicarts;Electronic Arts;300000;640000;70000;220000;1230000;82;56;7.8;57;eacanada;EA Canada;E
talesofxillia;Tales of Xillia;PS3;01/01/2011;Role-Playing;namcobandaigames;Namco Bandai Games;290000;180000;670000;90000;1220000;78;65;8.2;468;bandainamcogames;Bandai Namco Games;T
diddykongracingds;Diddy Kong Racing DS;DS;01/01/2007;Racing;nintendo;Nintendo;1090000;30000;0;90000;1220000;63;39;7.5;27;rareltd;Rare Ltd.;E
mariopowertennis;Mario Power Tennis;GC;01/01/2004;Sports;nintendo;Nintendo;580000;160000;460000;30000;1220000;80;43;8.5;48;camelotsoftwareplanning;Camelot Software Planning;E
intelligentqube;Intelligent Qube;PS;01/01/1997;Puzzle;sonycomputerentertainment;Sony Computer Entertainment;130000;70000;1000000;20000;1220000;;;;;;;
pacman;Pac-Man;NES;01/01/1984;Puzzle;namcobandaigames;Namco Bandai Games;270000;80000;850000;20000;1220000;;;;;;;
gamewatchgallery2;Game & Watch Gallery 2;GB;01/01/1997;Misc;nintendo;Nintendo;760000;300000;120000;40000;1220000;;;;;;;
gamewatchgallery3;Game & Watch Gallery 3;GB;01/01/1999;Misc;nintendo;Nintendo;790000;310000;80000;40000;1220000;;;;;;;
parfaitchocolatsecondstyle;Parfait: Chocolat Second Style;PS2;01/01/2006;Adventure;alchemist;Alchemist;590000;460000;10000;150000;1220000;;;;;;;
nbalive99;NBA Live 99;PS;01/01/1997;Sports;electronicarts;Electronic Arts;1130000;50000;0;30000;1220000;;;;;;;
chocobonofushigidungeon;Chocobo no Fushigi Dungeon;PS;01/01/1997;Role-Playing;squaresoft;SquareSoft;0;0;1140000;80000;1220000;;;;;;;
goldensunthelostage;Golden Sun: The Lost Age;GBA;01/01/2002;Role-Playing;nintendo;Nintendo;610000;270000;270000;70000;1220000;86;29;9.5;150;camelotsoftwareplanning;Camelot Software Planning;E
simcity2000;SimCity 2000;PS;01/01/1996;Simulation;maxis;Maxis;680000;460000;0;80000;1220000;;;;;;;
maxpayne;Max Payne;XB;01/01/2001;Shooter;taketwointeractive;Take-Two Interactive;980000;190000;0;50000;1220000;89;24;8.3;61;neosoftware;neo Software;M
wcwmayhem;WCW Mayhem;PS;01/01/1998;Fighting;electronicarts;Electronic Arts;680000;460000;0;80000;1220000;;;;;;;
nba2k2;NBA 2K2;PS2;01/01/2002;Sports;sega;Sega;590000;460000;10000;150000;1220000;89;19;7.8;16;visualconcepts;Visual Concepts;E
nascarthunder2003;NASCAR Thunder 2003;PS2;;Racing;unknown;Unknown;600000;460000;0;160000;1220000;84;16;8.7;17;easports;EA Sports;E
cars;Cars;PS2;01/01/2006;Racing;thq;THQ;1010000;40000;0;160000;1210000;71;30;8.4;12;rainbowstudios;Rainbow Studios;E
